material_id,material_name,category_id,supplier_id,unit,price,country,price_status,normalized_name,duplicate_status,category_status
MAT1608,Ammonium Hydroxide Premium Material 1608,CAT006,SUP138,L,4188.24,Japan,Valid,ammonium hydroxide premium material 1608,Unique,Valid
MAT1609,Hydrochloric Acid Industrial Material 1609,CAT004,SUP410,TON,1192.91,United Kingdom,Valid,hydrochloric acid industrial material 1609,Unique,Valid
MAT1610,Methanol B Material 1610,CAT008,SUP376,BOX,1841.31,United Kingdom,Valid,methanol b material 1610,Unique,Valid
MAT1611,Sodium Carbonate A Material 1611,CAT006,SUP335,BOX,3045.83,Netherlands,Valid,sodium carbonate a material 1611,Unique,Valid
MAT1612,Ethylene Glycol B Material 1612,CAT010,SUP424,L,4632.3,Singapore,Valid,ethylene glycol b material 1612,Unique,Valid
MAT1613,Ethylene Glycol B Material 1613,CAT010,SUP134,TON,1740.78,Germany,Valid,ethylene glycol b material 1613,Unique,Valid
MAT1614,Acetone Premium Material 1614,CAT007,SUP259,L,2901.26,Singapore,Valid,acetone premium material 1614,Unique,Valid
MAT1615,Citric Acid Premium Material 1615,CAT001,SUP086,KG,2122.2,Switzerland,Valid,citric acid premium material 1615,Unique,Valid
MAT1616,Glycerol A Material 1616,CAT003,SUP446,KG,4177.6,India,Valid,glycerol a material 1616,Unique,Valid
MAT1617,Citric Acid A Material 1617,CAT003,SUP264,DRUM,4597.18,France,Valid,citric acid a material 1617,Unique,Valid
MAT1618,Toluene B Material 1618,CAT007,SUP357,DRUM,1245.1,Japan,Valid,toluene b material 1618,Unique,Valid
MAT1619,Methanol Industrial Material 1619,CAT006,SUP303,DRUM,3102.32,India,Valid,methanol industrial material 1619,Unique,Valid
MAT1620,Acetone Industrial Material 1620,CAT008,SUP467,BOX,3172.62,France,Valid,acetone industrial material 1620,Unique,Valid
MAT1621,Calcium Carbonate Premium Material 1621,CAT003,SUP376,L,3632.35,Belgium,Valid,calcium carbonate premium material 1621,Unique,Valid
MAT1622,Ammonium Hydroxide A Material 1622,CAT003,SUP459,KG,2988.09,United Kingdom,Valid,ammonium hydroxide a material 1622,Unique,Valid
MAT1623,Propylene Glycol Premium Material 1623,CAT006,SUP225,L,2567.9,Belgium,Valid,propylene glycol premium material 1623,Unique,Valid
MAT1624,Sodium Chloride A Material 1624,CAT004,SUP153,BOX,1738.53,Belgium,Valid,sodium chloride a material 1624,Unique,Valid
MAT1625,Ammonium Hydroxide Premium Material 1625,CAT005,SUP166,BOX,1626.96,United States,Valid,ammonium hydroxide premium material 1625,Unique,Valid
MAT1626,Hydrogen Peroxide A Material 1626,CAT004,SUP221,DRUM,1427.37,Belgium,Valid,hydrogen peroxide a material 1626,Unique,Valid
MAT1627,Isopropyl Alcohol A Material 1627,CAT006,SUP146,L,636.83,Japan,Valid,isopropyl alcohol a material 1627,Unique,Valid
MAT1628,Glycerol Premium Material 1628,CAT004,SUP454,L,1477.97,Japan,Valid,glycerol premium material 1628,Unique,Valid
MAT1629,Formaldehyde A Material 1629,CAT004,SUP342,TON,747.97,Singapore,Valid,formaldehyde a material 1629,Unique,Valid
MAT1630,Sodium Carbonate B Material 1630,,SUP307,KG,4801.29,Switzerland,Valid,sodium carbonate b material 1630,Unique,Missing - Review Required
MAT1631,Sodium Carbonate B Material 1631,CAT001,SUP251,KG,1879.23,Japan,Valid,sodium carbonate b material 1631,Unique,Valid
MAT1632,Acetic Acid Premium Material 1632,CAT008,SUP267,L,4163.64,Japan,Valid,acetic acid premium material 1632,Unique,Valid
MAT1633,Methanol A Material 1633,CAT008,SUP456,BOX,2491.61,Germany,Valid,methanol a material 1633,Unique,Valid
MAT1634,Hydrogen Peroxide Industrial Material 1634,CAT002,SUP496,TON,4028.02,Singapore,Valid,hydrogen peroxide industrial material 1634,Unique,Valid
MAT1635,Acetone Industrial Material 1635,CAT003,SUP260,TON,1416.73,Switzerland,Valid,acetone industrial material 1635,Unique,Valid
MAT1636,Acetone Industrial Material 1636,CAT001,SUP222,KG,4665.22,Switzerland,Valid,acetone industrial material 1636,Unique,Valid
MAT1637,Isopropyl Alcohol B Material 1637,CAT009,SUP339,KG,4748.45,India,Valid,isopropyl alcohol b material 1637,Unique,Valid
MAT1638,Hydrochloric Acid B Material 1638,,SUP193,L,3383.07,Japan,Valid,hydrochloric acid b material 1638,Unique,Missing - Review Required
MAT1639,Glycerol B Material 1639,CAT008,SUP417,L,3681.13,Japan,Valid,glycerol b material 1639,Unique,Valid
MAT1640,Hydrogen Peroxide B Material 1640,CAT002,SUP487,DRUM,4292.93,Singapore,Valid,hydrogen peroxide b material 1640,Unique,Valid
MAT1641,Sodium Hydroxide Premium Material 1641,CAT002,SUP252,DRUM,3075.53,United States,Valid,sodium hydroxide premium material 1641,Unique,Valid
MAT1642,Ethanol Premium Material 1642,CAT005,SUP315,BOX,3173.58,Singapore,Valid,ethanol premium material 1642,Unique,Valid
MAT1643,Toluene Premium Material 1643,CAT009,SUP337,L,4395.55,Singapore,Valid,toluene premium material 1643,Unique,Valid
MAT1644,Calcium Carbonate Premium Material 1644,CAT008,SUP408,BOX,3009.32,Switzerland,Valid,calcium carbonate premium material 1644,Unique,Valid
MAT1645,Glycerol Industrial Material 1645,CAT002,SUP113,KG,4816.45,Japan,Valid,glycerol industrial material 1645,Unique,Valid
MAT1646,Ethylene Glycol Premium Material 1646,,SUP127,BOX,623.3,Netherlands,Valid,ethylene glycol premium material 1646,Unique,Missing - Review Required
MAT1647,Isopropyl Alcohol A Material 1647,CAT006,SUP357,BOX,3538.85,Netherlands,Valid,isopropyl alcohol a material 1647,Unique,Valid
MAT1648,Glycerol Premium Material 1648,CAT004,SUP015,TON,1376.22,Singapore,Valid,glycerol premium material 1648,Unique,Valid
MAT1649,Ethylene Glycol A Material 1649,CAT009,SUP396,TON,1344.95,United Kingdom,Valid,ethylene glycol a material 1649,Unique,Valid
MAT1650,Ethylene Glycol Premium Material 1650,CAT008,SUP218,BOX,1340.46,India,Valid,ethylene glycol premium material 1650,Unique,Valid
MAT1651,Sodium Chloride Premium Material 1651,CAT004,SUP174,KG,1577.13,France,Valid,sodium chloride premium material 1651,Unique,Valid
MAT1652,Hydrochloric Acid B Material 1652,CAT009,SUP106,KG,4742.0,Belgium,Valid,hydrochloric acid b material 1652,Unique,Valid
MAT1653,Formaldehyde Industrial Material 1653,CAT003,SUP310,DRUM,148.6,India,Valid,formaldehyde industrial material 1653,Potential Duplicate - Review,Valid
MAT1654,Xylene A Material 1654,CAT006,SUP468,TON,3845.87,Switzerland,Valid,xylene a material 1654,Unique,Valid
MAT1655,Acetone A Material 1655,CAT009,SUP108,TON,2700.59,United States,Valid,acetone a material 1655,Unique,Valid
MAT1656,Sodium Carbonate Premium Material 1656,CAT004,SUP149,L,4557.74,United Kingdom,Valid,sodium carbonate premium material 1656,Unique,Valid
MAT1657,Ethylene Glycol B Material 1657,CAT009,SUP376,L,4703.07,India,Valid,ethylene glycol b material 1657,Unique,Valid
MAT1658,Sodium Hydroxide A Material 1658,CAT009,SUP204,BOX,259.31,Japan,Valid,sodium hydroxide a material 1658,Unique,Valid
MAT1659,Calcium Carbonate A Material 1659,CAT004,SUP324,L,217.2,Germany,Valid,calcium carbonate a material 1659,Unique,Valid
MAT1660,Xylene Premium Material 1660,,SUP419,TON,4316.82,Germany,Valid,xylene premium material 1660,Unique,Missing - Review Required
MAT1661,Acetone Premium Material 1661,CAT001,SUP008,DRUM,3044.12,United States,Valid,acetone premium material 1661,Unique,Valid
MAT1662,Methanol Premium Material 1662,CAT004,SUP426,DRUM,4303.55,United Kingdom,Valid,methanol premium material 1662,Unique,Valid
MAT1663,Ethylene Glycol A Material 1663,CAT005,SUP141,BOX,1053.2,Japan,Valid,ethylene glycol a material 1663,Unique,Valid
MAT1664,Acetic Acid Premium Material 1664,CAT007,SUP150,BOX,510.66,France,Valid,acetic acid premium material 1664,Unique,Valid
MAT1665,Sodium Carbonate Industrial Material 1665,CAT008,SUP146,DRUM,2557.64,France,Valid,sodium carbonate industrial material 1665,Unique,Valid
MAT1666,Sodium Hydroxide Premium Material 1666,CAT007,SUP488,TON,3825.37,Germany,Valid,sodium hydroxide premium material 1666,Unique,Valid
MAT1667,Propylene Glycol B Material 1667,CAT010,SUP500,KG,2016.88,Singapore,Valid,propylene glycol b material 1667,Unique,Valid
MAT1668,Propylene Glycol Industrial Material 1668,CAT008,SUP289,KG,3231.95,United Kingdom,Valid,propylene glycol industrial material 1668,Unique,Valid
MAT1669,Hydrogen Peroxide A Material 1669,CAT002,SUP288,L,1078.03,Netherlands,Valid,hydrogen peroxide a material 1669,Unique,Valid
MAT1670,Acetic Acid B Material 1670,CAT002,SUP073,BOX,3101.62,Netherlands,Valid,acetic acid b material 1670,Unique,Valid
MAT1671,Ammonium Hydroxide B Material 1671,CAT001,SUP393,BOX,1297.52,Japan,Valid,ammonium hydroxide b material 1671,Unique,Valid
MAT1672,Isopropyl Alcohol B Material 1672,CAT001,SUP165,DRUM,3013.71,India,Valid,isopropyl alcohol b material 1672,Unique,Valid
MAT1673,Sodium Chloride B Material 1673,CAT009,SUP407,BOX,2750.66,United Kingdom,Valid,sodium chloride b material 1673,Unique,Valid
MAT1674,Hydrochloric Acid Industrial Material 1674,CAT008,SUP363,BOX,2596.43,Germany,Valid,hydrochloric acid industrial material 1674,Unique,Valid
MAT1675,Methanol Premium Material 1675,CAT002,SUP193,L,,United States,Missing - Review Required,methanol premium material 1675,Unique,Valid
MAT1676,Ammonium Hydroxide A Material 1676,CAT003,SUP102,BOX,4355.26,Germany,Valid,ammonium hydroxide a material 1676,Unique,Valid
MAT1677,Ethanol Premium Material 1677,CAT008,SUP088,DRUM,2461.61,Switzerland,Valid,ethanol premium material 1677,Unique,Valid
MAT1678,Ethylene Glycol Premium Material 1678,CAT001,SUP152,KG,2205.62,Japan,Valid,ethylene glycol premium material 1678,Unique,Valid
MAT1679,Sodium Chloride Industrial Material 1679,CAT010,SUP456,TON,2840.86,United States,Valid,sodium chloride industrial material 1679,Unique,Valid
MAT1680,Hydrogen Peroxide Industrial Material 1680,CAT009,SUP351,L,4023.93,United Kingdom,Valid,hydrogen peroxide industrial material 1680,Unique,Valid
MAT1681,Ammonium Hydroxide Industrial Material 1681,CAT008,SUP237,L,4684.2,United States,Valid,ammonium hydroxide industrial material 1681,Unique,Valid
MAT1682,Citric Acid Premium Material 1682,CAT001,SUP163,BOX,937.17,Netherlands,Valid,citric acid premium material 1682,Unique,Valid
MAT1683,Acetone A Material 1683,CAT005,SUP360,L,1036.37,Germany,Valid,acetone a material 1683,Unique,Valid
MAT1684,Sodium Carbonate Premium Material 1684,CAT006,SUP049,KG,3143.62,Belgium,Valid,sodium carbonate premium material 1684,Unique,Valid
MAT1685,Citric Acid A Material 1685,CAT006,SUP326,DRUM,4422.55,United Kingdom,Valid,citric acid a material 1685,Unique,Valid
MAT1686,Sodium Hydroxide B Material 1686,CAT005,SUP146,BOX,2943.12,Japan,Valid,sodium hydroxide b material 1686,Unique,Valid
MAT1687,Toluene Premium Material 1687,CAT005,SUP288,DRUM,3225.92,Singapore,Valid,toluene premium material 1687,Unique,Valid
MAT1688,Acetone B Material 1688,CAT002,SUP375,L,1435.93,Japan,Valid,acetone b material 1688,Unique,Valid
MAT1689,Acetic Acid A Material 1689,CAT003,SUP409,DRUM,2957.22,France,Valid,acetic acid a material 1689,Unique,Valid
MAT1690,Isopropyl Alcohol Industrial Material 1690,CAT010,SUP343,BOX,1086.07,India,Valid,isopropyl alcohol industrial material 1690,Unique,Valid
MAT1691,Hydrochloric Acid B Material 1691,CAT002,SUP476,DRUM,775.13,United States,Valid,hydrochloric acid b material 1691,Unique,Valid
MAT1692,Glycerol A Material 1692,CAT006,SUP040,KG,728.03,Netherlands,Valid,glycerol a material 1692,Unique,Valid
MAT1693,Ethylene Glycol Premium Material 1693,CAT006,SUP155,DRUM,3812.04,Singapore,Valid,ethylene glycol premium material 1693,Unique,Valid
MAT1694,Sodium Carbonate Premium Material 1694,CAT007,SUP397,BOX,3545.91,United Kingdom,Valid,sodium carbonate premium material 1694,Unique,Valid
MAT1695,Calcium Carbonate Industrial Material 1695,CAT009,SUP041,DRUM,4218.85,United States,Valid,calcium carbonate industrial material 1695,Unique,Valid
MAT1696,Sodium Chloride B Material 1696,CAT007,SUP287,BOX,2475.96,Japan,Valid,sodium chloride b material 1696,Unique,Valid
MAT1697,Methanol Premium Material 1697,CAT006,SUP092,KG,4337.39,Netherlands,Valid,methanol premium material 1697,Unique,Valid
MAT1698,Toluene Premium Material 1698,CAT004,SUP316,DRUM,4387.66,Singapore,Valid,toluene premium material 1698,Unique,Valid
MAT1699,Xylene Industrial Material 1699,CAT003,SUP478,KG,1019.39,United Kingdom,Valid,xylene industrial material 1699,Potential Duplicate - Review,Valid
MAT1700,Ammonium Hydroxide B Material 1700,CAT001,SUP301,TON,1675.84,United Kingdom,Valid,ammonium hydroxide b material 1700,Unique,Valid
MAT1701,Sodium Chloride A Material 1701,CAT010,SUP140,KG,3253.73,Netherlands,Valid,sodium chloride a material 1701,Unique,Valid
MAT1702,Xylene A Material 1702,CAT005,SUP141,KG,4857.15,India,Valid,xylene a material 1702,Unique,Valid
MAT1703,Glycerol Premium Material 1703,CAT008,SUP089,BOX,3762.18,Switzerland,Valid,glycerol premium material 1703,Unique,Valid
MAT1704,Methanol A Material 1704,CAT006,SUP015,DRUM,4476.61,United States,Valid,methanol a material 1704,Unique,Valid
MAT1705,Citric Acid B Material 1705,CAT002,SUP215,KG,327.44,India,Valid,citric acid b material 1705,Unique,Valid
MAT1706,Isopropyl Alcohol A Material 1706,CAT009,SUP143,L,3292.77,India,Valid,isopropyl alcohol a material 1706,Unique,Valid
MAT1707,Isopropyl Alcohol Industrial Material 1707,CAT003,SUP464,DRUM,3624.57,United Kingdom,Valid,isopropyl alcohol industrial material 1707,Unique,Valid
MAT1708,Ammonium Hydroxide A Material 1708,CAT007,SUP214,KG,371.53,Switzerland,Valid,ammonium hydroxide a material 1708,Unique,Valid
MAT1709,Hydrogen Peroxide Industrial Material 1709,CAT002,SUP089,BOX,270.32,Belgium,Valid,hydrogen peroxide industrial material 1709,Unique,Valid
MAT1710,Sulfuric Acid Premium Material 1710,CAT003,SUP326,KG,1590.26,Switzerland,Valid,sulfuric acid premium material 1710,Unique,Valid
MAT1711,Toluene A Material 1711,CAT006,SUP239,DRUM,4188.72,Germany,Valid,toluene a material 1711,Unique,Valid
MAT1712,Acetic Acid Premium Material 1712,CAT002,SUP060,KG,953.38,Germany,Valid,acetic acid premium material 1712,Unique,Valid
MAT1713,Citric Acid Industrial Material 1713,CAT010,SUP321,KG,3845.28,India,Valid,citric acid industrial material 1713,Unique,Valid
MAT1714,Sulfuric Acid Industrial Material 1714,CAT008,SUP042,L,1573.52,Singapore,Valid,sulfuric acid industrial material 1714,Unique,Valid
MAT1715,Hydrogen Peroxide Industrial Material 1715,CAT001,SUP195,TON,931.12,United States,Valid,hydrogen peroxide industrial material 1715,Unique,Valid
MAT1716,Acetic Acid Industrial Material 1716,CAT007,SUP116,L,1400.36,Singapore,Valid,acetic acid industrial material 1716,Unique,Valid
MAT1717,Citric Acid Industrial Material 1717,CAT005,SUP358,BOX,1359.5,Netherlands,Valid,citric acid industrial material 1717,Unique,Valid
MAT1718,Toluene Industrial Material 1718,CAT006,SUP396,DRUM,2275.88,United States,Valid,toluene industrial material 1718,Unique,Valid
MAT1719,Ethanol Premium Material 1719,CAT003,SUP276,DRUM,1092.78,France,Valid,ethanol premium material 1719,Unique,Valid
MAT1720,Toluene Industrial Material 1720,CAT004,SUP176,DRUM,2780.48,Japan,Valid,toluene industrial material 1720,Unique,Valid
MAT1721,Acetone B Material 1721,CAT005,SUP112,BOX,1341.19,Germany,Valid,acetone b material 1721,Unique,Valid
MAT1722,Ammonium Hydroxide B Material 1722,CAT008,SUP072,BOX,2954.76,United Kingdom,Valid,ammonium hydroxide b material 1722,Unique,Valid
MAT1723,Acetic Acid Premium Material 1723,CAT010,SUP462,KG,1645.74,Germany,Valid,acetic acid premium material 1723,Unique,Valid
MAT1724,Toluene A Material 1724,CAT003,SUP216,BOX,1706.83,Germany,Valid,toluene a material 1724,Unique,Valid
MAT1725,Citric Acid Industrial Material 1725,CAT005,SUP084,BOX,2756.55,India,Valid,citric acid industrial material 1725,Unique,Valid
MAT1726,Propylene Glycol Premium Material 1726,CAT010,SUP295,BOX,3668.23,Netherlands,Valid,propylene glycol premium material 1726,Unique,Valid
MAT1727,Hydrochloric Acid Industrial Material 1727,CAT006,SUP308,TON,2438.66,France,Valid,hydrochloric acid industrial material 1727,Unique,Valid
MAT1728,Calcium Carbonate A Material 1728,CAT004,SUP391,DRUM,583.88,France,Valid,calcium carbonate a material 1728,Unique,Valid
MAT1729,Sodium Chloride Premium Material 1729,CAT010,SUP015,L,2585.41,Japan,Valid,sodium chloride premium material 1729,Unique,Valid
MAT1730,Formaldehyde B Material 1730,CAT010,SUP385,L,692.96,United Kingdom,Valid,formaldehyde b material 1730,Unique,Valid
MAT1731,Ethanol A Material 1731,CAT005,SUP406,L,4017.37,Netherlands,Valid,ethanol a material 1731,Unique,Valid
MAT1732,Xylene B Material 1732,CAT008,SUP001,L,1042.01,United States,Valid,xylene b material 1732,Unique,Valid
MAT1733,Calcium Carbonate Industrial Material 1733,CAT002,SUP095,L,4295.92,France,Valid,calcium carbonate industrial material 1733,Unique,Valid
MAT1734,Acetone B Material 1734,CAT003,SUP351,DRUM,4236.06,United Kingdom,Valid,acetone b material 1734,Unique,Valid
MAT1735,Sodium Hydroxide Premium Material 1735,CAT003,SUP177,KG,2380.46,France,Valid,sodium hydroxide premium material 1735,Unique,Valid
MAT1736,Sulfuric Acid Premium Material 1736,CAT007,SUP426,BOX,3545.81,Germany,Valid,sulfuric acid premium material 1736,Potential Duplicate - Review,Valid
MAT1737,Xylene B Material 1737,CAT006,SUP391,L,2029.42,United Kingdom,Valid,xylene b material 1737,Unique,Valid
MAT1738,Calcium Carbonate Premium Material 1738,CAT010,SUP202,DRUM,404.7,Netherlands,Valid,calcium carbonate premium material 1738,Unique,Valid
MAT1739,Acetic Acid A Material 1739,CAT004,SUP454,DRUM,931.89,Singapore,Valid,acetic acid a material 1739,Unique,Valid
MAT1740,Toluene Industrial Material 1740,,SUP257,KG,3072.3,France,Valid,toluene industrial material 1740,Unique,Missing - Review Required
MAT1741,Acetone B Material 1741,CAT003,SUP256,L,269.03,Japan,Valid,acetone b material 1741,Unique,Valid
MAT1742,Ethylene Glycol A Material 1742,CAT006,SUP197,L,2157.27,Japan,Valid,ethylene glycol a material 1742,Unique,Valid
MAT1743,Calcium Carbonate Premium Material 1743,CAT008,SUP018,TON,4794.64,France,Valid,calcium carbonate premium material 1743,Unique,Valid
MAT1744,Citric Acid B Material 1744,CAT007,SUP350,DRUM,4179.45,Netherlands,Valid,citric acid b material 1744,Unique,Valid
MAT1745,Acetone Industrial Material 1745,CAT002,SUP336,BOX,4027.57,India,Valid,acetone industrial material 1745,Unique,Valid
MAT1746,Citric Acid Industrial Material 1746,CAT003,SUP295,DRUM,1950.75,Netherlands,Valid,citric acid industrial material 1746,Unique,Valid
MAT1747,Sodium Hydroxide Premium Material 1747,CAT007,SUP217,KG,1549.62,Japan,Valid,sodium hydroxide premium material 1747,Unique,Valid
MAT1748,Methanol Premium Material 1748,CAT009,SUP191,BOX,3574.52,Switzerland,Valid,methanol premium material 1748,Unique,Valid
MAT1749,Toluene A Material 1749,CAT003,SUP218,DRUM,3810.07,Germany,Valid,toluene a material 1749,Unique,Valid
MAT1750,Hydrogen Peroxide A Material 1750,CAT006,SUP486,DRUM,1326.29,Switzerland,Valid,hydrogen peroxide a material 1750,Unique,Valid
MAT1751,Formaldehyde Premium Material 1751,CAT007,SUP025,BOX,1444.48,Germany,Valid,formaldehyde premium material 1751,Unique,Valid
MAT1752,Glycerol Premium Material 1752,CAT006,SUP026,DRUM,3447.62,Japan,Valid,glycerol premium material 1752,Unique,Valid
MAT1753,Ethylene Glycol Industrial Material 1753,CAT005,SUP393,KG,2736.61,United States,Valid,ethylene glycol industrial material 1753,Unique,Valid
MAT1754,Calcium Carbonate Industrial Material 1754,CAT007,SUP009,BOX,1656.93,India,Valid,calcium carbonate industrial material 1754,Unique,Valid
MAT1755,Formaldehyde A Material 1755,CAT006,SUP375,KG,2679.78,France,Valid,formaldehyde a material 1755,Unique,Valid
MAT1756,Hydrochloric Acid B Material 1756,CAT002,SUP274,KG,673.97,United States,Valid,hydrochloric acid b material 1756,Unique,Valid
MAT1757,Glycerol Premium Material 1757,CAT005,SUP177,BOX,3460.51,Singapore,Valid,glycerol premium material 1757,Unique,Valid
MAT1758,Ammonium Hydroxide Premium Material 1758,CAT001,SUP040,TON,1895.34,United States,Valid,ammonium hydroxide premium material 1758,Unique,Valid
MAT1759,Formaldehyde A Material 1759,CAT007,SUP263,KG,1721.98,Japan,Valid,formaldehyde a material 1759,Unique,Valid
MAT1760,Ethylene Glycol Premium Material 1760,CAT001,SUP095,TON,3621.89,Germany,Valid,ethylene glycol premium material 1760,Unique,Valid
MAT1761,Ethylene Glycol A Material 1761,CAT004,SUP293,TON,4974.85,Belgium,Valid,ethylene glycol a material 1761,Unique,Valid
MAT1762,Ammonium Hydroxide B Material 1762,CAT001,SUP192,DRUM,2390.95,France,Valid,ammonium hydroxide b material 1762,Unique,Valid
MAT1763,Sodium Chloride B Material 1763,CAT005,SUP257,KG,,United States,Missing - Review Required,sodium chloride b material 1763,Unique,Valid
MAT1764,Calcium Carbonate Industrial Material 1764,CAT001,SUP209,L,142.66,France,Valid,calcium carbonate industrial material 1764,Unique,Valid
MAT1765,Hydrogen Peroxide Industrial Material 1765,CAT005,SUP237,DRUM,3961.78,United Kingdom,Valid,hydrogen peroxide industrial material 1765,Potential Duplicate - Review,Valid
MAT1766,Methanol B Material 1766,CAT004,SUP010,TON,1144.24,Belgium,Valid,methanol b material 1766,Unique,Valid
MAT1767,Calcium Carbonate Premium Material 1767,CAT010,SUP216,DRUM,1677.32,France,Valid,calcium carbonate premium material 1767,Unique,Valid
MAT1768,Glycerol A Material 1768,CAT006,SUP175,TON,1764.51,Netherlands,Valid,glycerol a material 1768,Unique,Valid
MAT1769,Hydrogen Peroxide Premium Material 1769,CAT008,SUP108,DRUM,3503.74,France,Valid,hydrogen peroxide premium material 1769,Unique,Valid
MAT1770,Sodium Chloride Premium Material 1770,CAT001,SUP339,DRUM,4840.23,Netherlands,Valid,sodium chloride premium material 1770,Unique,Valid
MAT1771,Sodium Carbonate Industrial Material 1771,CAT002,SUP107,DRUM,1877.5,Japan,Valid,sodium carbonate industrial material 1771,Unique,Valid
MAT1772,Isopropyl Alcohol Premium Material 1772,CAT008,SUP016,L,,United States,Missing - Review Required,isopropyl alcohol premium material 1772,Unique,Valid
MAT1773,Formaldehyde Industrial Material 1773,CAT010,SUP221,BOX,4979.34,India,Valid,formaldehyde industrial material 1773,Unique,Valid
MAT1774,Calcium Carbonate Premium Material 1774,CAT004,SUP193,DRUM,701.9,Belgium,Valid,calcium carbonate premium material 1774,Unique,Valid
MAT1775,Methanol A Material 1775,CAT007,SUP112,L,4961.05,Belgium,Valid,methanol a material 1775,Unique,Valid
MAT1776,Calcium Carbonate B Material 1776,CAT003,SUP393,BOX,2772.85,United Kingdom,Valid,calcium carbonate b material 1776,Unique,Valid
MAT1777,Sulfuric Acid Premium Material 1777,CAT010,SUP143,TON,3863.97,Germany,Valid,sulfuric acid premium material 1777,Unique,Valid
MAT1778,Isopropyl Alcohol Premium Material 1778,CAT004,SUP440,BOX,2499.42,Netherlands,Valid,isopropyl alcohol premium material 1778,Unique,Valid
MAT1779,Calcium Carbonate Premium Material 1779,CAT003,SUP474,L,2030.27,India,Valid,calcium carbonate premium material 1779,Unique,Valid
MAT1780,Sodium Carbonate Industrial Material 1780,CAT008,SUP336,L,3432.59,Germany,Valid,sodium carbonate industrial material 1780,Unique,Valid
MAT1781,Xylene Premium Material 1781,,SUP211,L,3200.26,Belgium,Valid,xylene premium material 1781,Unique,Missing - Review Required
MAT1782,Hydrochloric Acid B Material 1782,CAT010,SUP318,DRUM,4994.6,Belgium,Valid,hydrochloric acid b material 1782,Unique,Valid
MAT1783,Acetic Acid Premium Material 1783,CAT001,SUP167,DRUM,1287.21,Belgium,Valid,acetic acid premium material 1783,Unique,Valid
MAT1784,Glycerol A Material 1784,CAT006,SUP012,DRUM,,France,Missing - Review Required,glycerol a material 1784,Unique,Valid
MAT1785,Sodium Carbonate B Material 1785,CAT003,SUP235,TON,3629.15,Singapore,Valid,sodium carbonate b material 1785,Unique,Valid
MAT1786,Citric Acid Premium Material 1786,CAT004,SUP166,L,1500.26,India,Valid,citric acid premium material 1786,Unique,Valid
MAT1787,Sulfuric Acid Premium Material 1787,CAT008,SUP126,DRUM,2246.08,Singapore,Valid,sulfuric acid premium material 1787,Unique,Valid
MAT1788,Citric Acid Premium Material 1788,CAT009,SUP329,KG,4028.25,United Kingdom,Valid,citric acid premium material 1788,Unique,Valid
MAT1789,Citric Acid B Material 1789,CAT008,SUP370,KG,84.07,India,Valid,citric acid b material 1789,Unique,Valid
MAT1790,Ethylene Glycol Premium Material 1790,CAT007,SUP037,BOX,4790.0,Switzerland,Valid,ethylene glycol premium material 1790,Unique,Valid
MAT1791,Methanol A Material 1791,CAT008,SUP247,KG,1500.17,France,Valid,methanol a material 1791,Unique,Valid
MAT1792,Ethanol Industrial Material 1792,CAT007,SUP367,DRUM,3164.88,Netherlands,Valid,ethanol industrial material 1792,Unique,Valid
MAT1793,Ethylene Glycol A Material 1793,CAT002,SUP075,TON,3801.81,Belgium,Valid,ethylene glycol a material 1793,Unique,Valid
MAT1794,Methanol B Material 1794,CAT006,SUP212,TON,752.65,Singapore,Valid,methanol b material 1794,Unique,Valid
MAT1795,Glycerol B Material 1795,CAT005,SUP050,TON,3228.08,Germany,Valid,glycerol b material 1795,Unique,Valid
MAT1796,Propylene Glycol Premium Material 1796,CAT004,SUP388,TON,1745.09,Netherlands,Valid,propylene glycol premium material 1796,Unique,Valid
MAT1797,Isopropyl Alcohol Premium Material 1797,CAT005,SUP291,TON,2992.42,United States,Valid,isopropyl alcohol premium material 1797,Unique,Valid
MAT1798,Hydrogen Peroxide Industrial Material 1798,CAT001,SUP114,TON,2839.52,Japan,Valid,hydrogen peroxide industrial material 1798,Unique,Valid
MAT1799,Calcium Carbonate B Material 1799,CAT010,SUP325,TON,2402.66,Netherlands,Valid,calcium carbonate b material 1799,Unique,Valid
MAT1800,Calcium Carbonate B Material 1800,CAT003,SUP076,DRUM,1497.05,France,Valid,calcium carbonate b material 1800,Unique,Valid
MAT1801,Sodium Chloride B Material 1801,CAT001,SUP436,L,2936.99,United States,Valid,sodium chloride b material 1801,Unique,Valid
MAT1802,Acetic Acid A Material 1802,CAT005,SUP187,DRUM,3740.01,Switzerland,Valid,acetic acid a material 1802,Unique,Valid
MAT1803,Xylene Premium Material 1803,CAT010,SUP461,L,4863.4,United States,Valid,xylene premium material 1803,Unique,Valid
MAT1804,Acetic Acid Industrial Material 1804,CAT009,SUP192,BOX,4333.77,Netherlands,Valid,acetic acid industrial material 1804,Unique,Valid
MAT1805,Citric Acid Premium Material 1805,CAT003,SUP248,BOX,120.45,Germany,Valid,citric acid premium material 1805,Unique,Valid
MAT1806,Isopropyl Alcohol B Material 1806,CAT005,SUP106,L,792.94,Belgium,Valid,isopropyl alcohol b material 1806,Unique,Valid
MAT1807,Methanol B Material 1807,CAT006,SUP256,BOX,2868.57,India,Valid,methanol b material 1807,Unique,Valid
MAT1808,Ammonium Hydroxide B Material 1808,CAT004,SUP187,KG,2022.53,Germany,Valid,ammonium hydroxide b material 1808,Unique,Valid
