material_id,material_name,category_id,supplier_id,unit,price,country
MAT0946,Methanol B Material 0946,CAT004,SUP098,TON,1475.41,Netherlands
MAT0947,Xylene B Material 0947,,SUP439,L,3020.41,Japan
MAT0948,Sulfuric Acid Premium Material 0948,CAT003,SUP210,L,192.43,Japan
MAT0949,Hydrochloric Acid Premium Material 0949,CAT004,SUP190,DRUM,3437.12,Netherlands
MAT0950,Acetone A Material 0950,CAT008,SUP069,TON,4873.28,France
MAT0951,Sulfuric Acid Premium Material 0951,CAT007,SUP377,DRUM,1318.32,Germany
MAT0952,Sodium Carbonate A Material 0952,CAT001,SUP171,L,2381.12,United Kingdom
MAT0953,Formaldehyde A Material 0953,CAT001,SUP130,DRUM,3117.31,Japan
MAT0954,Xylene Industrial Material 0954,CAT003,SUP496,DRUM,253.57,United States
MAT0955,Sodium Chloride B Material 0955,CAT009,SUP253,TON,4395.59,United States
MAT0956,Acetone Industrial Material 0956,CAT009,SUP222,L,1339.01,United Kingdom
MAT0957,Ethanol B Material 0957,CAT008,SUP447,TON,3751.73,France
MAT0958,Calcium Carbonate Industrial Material 0958,CAT010,SUP425,TON,2609.01,France
MAT0959,Citric Acid Industrial Material 0959,CAT008,SUP392,L,2800.59,Netherlands
MAT0960,Ethanol B Material 0960,CAT003,SUP028,L,956.55,Netherlands
MAT0961,Sodium Chloride B Material 0961,CAT008,SUP224,KG,4976.25,Netherlands
MAT0962,Ethanol Premium Material 0962,CAT006,SUP364,DRUM,2451.74,Netherlands
MAT0963,Methanol B Material 0963,CAT002,SUP179,KG,1058.48,Japan
MAT0964,Citric Acid B Material 0964,CAT009,SUP422,TON,2838.07,Belgium
MAT0965,Sulfuric Acid A Material 0965,CAT009,SUP393,DRUM,943.82,Germany
MAT0966,Hydrochloric Acid Premium Material 0966,CAT002,SUP455,TON,178.51,Germany
MAT0967,Xylene Industrial Material 0967,CAT010,SUP476,KG,4193.04,United States
MAT0968,Sodium Hydroxide A Material 0968,CAT008,SUP426,BOX,2297.57,Japan
MAT0969,Formaldehyde A Material 0969,CAT006,SUP497,KG,,Netherlands
MAT0970,Isopropyl Alcohol B Material 0970,CAT004,SUP442,KG,4017.71,Japan
MAT0971,Isopropyl Alcohol A Material 0971,CAT002,SUP281,DRUM,1937.89,France
MAT0972,Sodium Chloride B Material 0972 ,CAT004,SUP495,BOX,491.48,Singapore
MAT0973,Citric Acid Premium Material 0973,CAT007,SUP146,L,646.98,Netherlands
MAT0974,Ethylene Glycol Industrial Material 0974,CAT010,SUP068,TON,3344.33,United Kingdom
MAT0975,Ammonium Hydroxide B Material 0975,CAT008,SUP229,Box,2408.38,Belgium
MAT0976,Formaldehyde Premium Material 0976,CAT002,SUP388,BOX,4064.42,Belgium
MAT0977,Citric Acid Premium Material 0977,CAT007,SUP048,KG,2591.04,Netherlands
MAT0978,Hydrochloric Acid B Material 0978,CAT008,SUP270,DRUM,465.65,Netherlands
MAT0979,Ethylene Glycol A Material 0979,CAT008,SUP154,L,4921.72,Japan
MAT0980,Hydrochloric Acid Premium Material 0980,CAT005,SUP292,KG,2777.42,India
MAT0981,Ammonium Hydroxide A Material 0981,CAT009,SUP218,BOX,517.7,Belgium
MAT0982,Sodium Chloride Industrial Material 0982,CAT005,SUP300,KG,3854.8,India
MAT0983,Methanol Premium Material 0983,CAT003,SUP403,L,4222.4,India
MAT0984,Acetone Premium Material 0984,CAT005,SUP161,DRUM,3634.27,Netherlands
MAT0985,Formaldehyde Industrial Material 0985,CAT006,SUP495,L,1094.79,Germany
MAT0986,Formaldehyde Industrial Material 0986,CAT002,SUP223,DRUM,138.68,France
MAT0987,Methanol A Material 0987,CAT003,SUP336,BOX,2327.81,France
MAT0988,Formaldehyde Premium Material 0988,CAT005,SUP317,DRUM,1835.61,France
MAT0989,Calcium Carbonate A Material 0989,CAT003,SUP070,KG,994.47,India
MAT0990,Sulfuric Acid A Material 0990,CAT004,SUP247,L,3266.21,France
MAT0991,Sodium Carbonate B Material 0991,CAT002,SUP155,BOX,783.42,France
MAT0992,Sodium Hydroxide A Material 0992,CAT003,SUP463,L,3706.97,Netherlands
MAT0993,Glycerol Premium Material 0993,CAT001,SUP441,BOX,2946.87,Singapore
MAT0994,Calcium Carbonate Premium Material 0994,CAT001,SUP171,KG,558.18,France
MAT0995,Ethylene Glycol Premium Material 0995,CAT010,SUP306,DRUM,4995.18,India
MAT0996,Glycerol Premium Material 0996,CAT008,SUP263,DRUM,3636.84,Netherlands
MAT0997,Hydrochloric Acid A Material 0997,CAT009,SUP010,BOX,2903.2,Switzerland
MAT0998,Acetone Industrial Material 0998,CAT007,SUP456,BOX,628.86,Belgium
MAT0999,Toluene Premium Material 0999,,SUP011,L,1475.65,Singapore
MAT1000,Glycerol Industrial Material 1000,CAT008,SUP119,DRUM,1137.53,United Kingdom
MAT1001,Formaldehyde Premium Material 1001,CAT003,SUP453,TON,3628.83,France
MAT1002,Ethylene Glycol Industrial Material 1002,CAT008,SUP410,L,3128.12,Japan
MAT1003,Acetone Premium Material 1003,CAT003,SUP089,L,823.75,Netherlands
MAT1004,Methanol Premium Material 1004,CAT008,SUP156,l,1086.69,India
MAT1005,Sodium Hydroxide Industrial Material 1005,CAT005,SUP183,L,914.84,Switzerland
MAT1006,Ethanol A Material 1006,CAT006,SUP221,kg,3106.94,Germany
MAT1007,Sodium Carbonate B Material 1007,CAT008,SUP133,TON,3935.18,India
MAT1008,Sodium Carbonate Industrial Material 1008,CAT003,SUP437,DRUM,3041.23,Germany
MAT1009,Ethanol Premium Material 1009,CAT008,SUP493,KG,4874.57,Belgium
MAT1010,Formaldehyde A Material 1010,CAT009,SUP022,DRUM,571.78,Germany
MAT1011,Sulfuric Acid Industrial Material 1011,CAT003,SUP373,TON,3555.41,Switzerland
MAT1012,Glycerol A Material 1012,CAT003,SUP332,TON,1706.31,United States
MAT1013,Methanol B Material 1013,CAT008,SUP497,BOX,3857.64,India
MAT1014,hydrochloric acid premium material 1014,CAT006,SUP147,DRUM,897.75,Japan
MAT1015,Toluene Premium Material 1015,CAT006,SUP323,L,800.48,Switzerland
MAT1016,Ethylene Glycol B Material 1016,CAT003,SUP411,BOX,2096.38,France
MAT1017,Propylene Glycol Industrial Material 1017,CAT001,SUP227,L,3862.25,Switzerland
MAT1018,Acetone A Material 1018,CAT006,SUP162,BOX,4910.63,United States
MAT1019,Ethylene Glycol A Material 1019,CAT007,SUP389,KG,3317.87,United States
MAT1020,Acetic Acid A Material 1020,CAT009,SUP499,TON,2125.56,Switzerland
MAT1021,Calcium Carbonate Industrial Material 1021,CAT006,SUP005,TON,4506.03,Belgium
MAT1022,Hydrogen Peroxide Premium Material 1022,CAT008,SUP330,L,4443.52,Belgium
MAT1023,Formaldehyde Premium Material 1023,CAT006,SUP455,BOX,3888.23,Japan
MAT1024,Acetone A Material 1024,CAT009,SUP172,BOX,3639.24,United States
MAT1025,Ammonium Hydroxide Industrial Material 1025,CAT004,SUP048,DRUM,2781.34,Switzerland
MAT1026,Isopropyl Alcohol B Material 1026,CAT001,SUP015,drum,2982.89,Singapore
MAT1027,Calcium Carbonate Premium Material 1027,CAT009,SUP057,KG,4215.84,Japan
MAT1028,Ammonium Hydroxide Industrial Material 1028,CAT002,SUP025,KG,2271.25,Belgium
MAT1029,Sodium Hydroxide Premium Material 1029,CAT006,SUP121,DRUM,2849.71,Switzerland
MAT1030,Formaldehyde B Material 1030,CAT006,SUP154,TON,3351.27,Belgium
MAT1031,Hydrogen Peroxide Premium Material 1031,CAT009,SUP378,L,570.87,Switzerland
MAT1032,Acetic Acid B Material 1032,CAT006,SUP233,KG,775.44,France
MAT1033,Ethylene Glycol A Material 1033,CAT002,SUP032,BOX,4448.12,Netherlands
MAT1034,Sulfuric Acid Premium Material 1034,CAT002,SUP190,DRUM,2043.63,Switzerland
MAT1035,Ammonium Hydroxide Premium Material 1035,CAT005,SUP300,BOX,3200.48,Netherlands
MAT1036,Glycerol Premium Material 1036,CAT003,SUP074,drum,679.26,Netherlands
MAT1037,Hydrogen Peroxide A Material 1037,CAT004,SUP234,BOX,211.41,United States
MAT1038,Sodium Carbonate Industrial Material 1038,CAT002,SUP309,BOX,596.16,United Kingdom
MAT1039,Acetic Acid Industrial Material 1039,CAT001,SUP268,L,632.82,Japan
MAT1040,Toluene Industrial Material 1040,CAT005,SUP249,KG,3966.46,United States
MAT1041,Acetic Acid Premium Material 1041,CAT001,SUP480,TON,4450.83,Singapore
MAT1042,Citric Acid Premium Material 1042,CAT001,SUP063,DRUM,1775.81,India
MAT1043,Ethylene Glycol Premium Material 1043,CAT010,SUP159,DRUM,2289.25,United Kingdom
MAT1044,Xylene Premium Material 1044,CAT010,SUP068,L,2548.58,Netherlands
MAT1045,Propylene Glycol Premium Material 1045,CAT003,SUP444,TON,492.11,Belgium
MAT1046,Formaldehyde Premium Material 1046,CAT007,SUP120,BOX,1728.04,India
MAT1047,Propylene Glycol Industrial Material 1047,CAT002,SUP444,L,3550.68,Belgium
MAT1048,Calcium Carbonate A Material 1048,CAT009,SUP044,L,4778.08,Switzerland
MAT1049,Acetic Acid A Material 1049,CAT010,SUP268,L,3765.26,Switzerland
MAT1050,Sodium Hydroxide A Material 1050,CAT009,SUP093,KG,1411.06,Singapore
MAT1051,Hydrochloric Acid Premium Material 1051,CAT002,SUP414,DRUM,3053.93,France
MAT1052,Acetic Acid A Material 1052,CAT008,SUP442,KG,1732.78,United States
MAT1053,Ethylene Glycol A Material 1053,CAT009,SUP163,BOX,1323.03,Germany
MAT1054,Methanol B Material 1054,CAT005,SUP074,L,1314.99,Germany
MAT1055,Hydrogen Peroxide Industrial Material 1055,CAT007,SUP348,L,341.62,United Kingdom
MAT1056,Citric Acid A Material 1056,CAT001,SUP153,BOX,538.78,United States
MAT1057,Ethylene Glycol Industrial Material 1057,CAT005,SUP193,KG,306.8,Singapore
MAT1058,Formaldehyde B Material 1058,CAT008,SUP261,DRUM,1955.99,Germany
MAT1059,Sodium Chloride A Material 1059,CAT006,SUP238,DRUM,2065.03,Netherlands
MAT1060,Sodium Hydroxide Premium Material 1060,CAT004,SUP468,KG,1382.34,Belgium
MAT1061,Methanol B Material 1061,CAT009,SUP334,L,1557.83,France
MAT1062,propylene glycol a material 1062,CAT009,SUP105,L,1897.86,United States
MAT1063,Hydrochloric Acid Premium Material 1063,CAT009,SUP232,KG,54.96,Netherlands
MAT1064,Formaldehyde Industrial Material 1064,CAT003,SUP001,KG,4670.86,Netherlands
MAT1065,Sodium Chloride Industrial Material 1065,CAT007,SUP180,L,2946.54,Switzerland
MAT1066,Calcium Carbonate A Material 1066,CAT003,SUP379,DRUM,2837.25,Japan
MAT1067,Acetone Premium Material 1067,CAT002,SUP426,L,3639.12,Japan
MAT1068,Ethylene Glycol B Material 1068,CAT010,SUP259,TON,4425.46,United Kingdom
MAT1069,Sodium Chloride Premium Material 1069,CAT005,SUP126,TON,1741.07,Netherlands
MAT1070,Formaldehyde Industrial Material 1070,CAT001,SUP468,L,3249.89,India
MAT1071,Formaldehyde Premium Material 1071,,SUP462,KG,3379.9,France
MAT1072,Sodium Carbonate Premium Material 1072,CAT007,SUP276,KG,3947.16,Germany
MAT1073,Sodium Carbonate A Material 1073,CAT008,SUP345,KG,1797.32,France
MAT1074,Formaldehyde Industrial Material 1074,CAT007,SUP091,KG,667.58,United Kingdom
MAT1075,Sulfuric Acid Premium Material 1075,CAT001,SUP114,KG,3804.18,United Kingdom
MAT1076,Sulfuric Acid A Material 1076,CAT010,SUP321,TON,4051.65,Singapore
MAT1077,Hydrochloric Acid Premium Material 1077,CAT006,SUP019,TON,2489.55,Belgium
MAT1078,Sulfuric Acid A Material 1078,CAT004,SUP421,BOX,599.19,Japan
MAT1079,ACETIC ACID PREMIUM MATERIAL 1079,CAT003,SUP283,L,3316.2,Belgium
MAT1080,Formaldehyde B Material 1080,CAT002,SUP302,L,3742.57,United States
MAT1081,Sodium Chloride B Material 1081,CAT009,SUP374,Tonne,999.67,India
MAT1082,Sodium Carbonate Industrial Material 1082,CAT009,SUP453,BOX,-800.0,France
MAT1083,Ethanol Industrial Material 1083,CAT007,SUP433,Box,-976.0,Switzerland
MAT1084,Propylene Glycol Premium Material 1084,CAT006,SUP265,KG,4424.82,Singapore
MAT1085,Ethanol Industrial Material 1085,CAT007,SUP273,BOX,,France
MAT1086,Sulfuric Acid Industrial Material 1086,CAT002,SUP451,DRUM,4047.98,Singapore
MAT1087,Ethylene Glycol A Material 1087,CAT004,SUP101,L,1679.66,Germany
MAT1088,Methanol A Material 1088,CAT008,SUP222,KG,2983.03,United Kingdom
MAT1089,Sodium Chloride B Material 1089,CAT002,SUP243,L,4796.07,India
MAT1090,Isopropyl Alcohol B Material 1090,CAT002,SUP398,DRUM,3116.85,Germany
MAT1091,Propylene Glycol A Material 1091,CAT002,SUP499,KG,4587.74,France
MAT1092,Isopropyl Alcohol A Material 1092,CAT003,SUP032,BOX,321.2,Belgium
MAT1093,Ethylene Glycol A Material 1093,CAT002,SUP347,KG,2818.33,Japan
MAT1094,Xylene Premium Material 1094,CAT002,SUP317,BOX,1203.9,Belgium
MAT1095,Formaldehyde A Material 1095,CAT008,SUP197,BOX,3986.07,Belgium
MAT1096,Formaldehyde A Material 1096,CAT006,SUP334,KG,2297.68,United Kingdom
MAT1097,Acetic Acid B Material 1097,CAT002,SUP053,KG,2996.12,Germany
MAT1098,Acetic Acid B Material 1098,CAT010,SUP065,DRUM,1318.62,France
MAT1099,Glycerol Premium Material 1099,CAT003,SUP125,L,3995.28,India
MAT1100,Hydrogen Peroxide Industrial Material 1100,CAT010,SUP224,DRUM,4800.72,United Kingdom
MAT1101,Calcium Carbonate B Material 1101,CAT003,SUP241,TON,3036.48,Japan
MAT1102,Toluene A Material 1102,CAT009,SUP301,L,333.72,Switzerland
MAT1103,Sodium Carbonate A Material 1103,CAT007,SUP177,L,4883.73,Singapore
MAT1104,Acetone Industrial Material 1104,CAT004,SUP342,BOX,3489.17,Netherlands
MAT1105,Formaldehyde Industrial Material 1105,CAT010,SUP290,TON,3099.71,France
MAT1106,Isopropyl Alcohol B Material 1106,CAT002,SUP233,KG,2504.86,India
MAT1107,Hydrochloric Acid B Material 1107,CAT008,SUP320,L,1233.14,United Kingdom
MAT1108,Xylene B Material 1108,CAT007,SUP095,KG,1845.94,Germany
MAT1109,Toluene A Material 1109,CAT009,SUP059,L,1488.35,Singapore
MAT1110,Acetic Acid Industrial Material 1110,CAT001,SUP500,KG,1035.66,Japan
MAT1111,Citric Acid B Material 1111,CAT005,SUP369,L,1732.1,Switzerland
MAT1112,Hydrochloric Acid B Material 1112,CAT004,SUP012,L,4222.26,Germany
MAT1113,Sodium Hydroxide B Material 1113,CAT007,SUP336,kg,1725.0,Singapore
MAT1114,Calcium Carbonate Premium Material 1114,CAT004,SUP190,TON,3321.5,Switzerland
MAT1115,Formaldehyde Premium Material 1115,CAT002,SUP061,L,4419.48,United States
MAT1116,Sulfuric Acid B Material 1116,CAT009,SUP194,TON,1623.86,France
MAT1117,Hydrochloric Acid A Material 1117,CAT010,SUP301,L,4279.46,Japan
MAT1118,Hydrogen Peroxide Industrial Material 1118,CAT004,SUP028,TON,4370.61,Switzerland
MAT1119,Acetic Acid Premium Material 1119,CAT004,SUP373,KG,3934.09,Belgium
MAT1120,Acetone B Material 1120,CAT009,SUP199,DRUM,1902.62,Switzerland
MAT1121,Propylene Glycol B Material 1121,CAT006,SUP365,tonne,2651.1,Netherlands
MAT1122,Glycerol Premium Material 1122,CAT005,SUP298,BOX,3208.62,Belgium
MAT1123,Ethanol B Material 1123,CAT004,SUP459,Liter,2287.8,Singapore
MAT1124,Xylene B Material 1124,CAT005,SUP218,BOX,2878.28,United Kingdom
MAT1125,Sodium Chloride A Material 1125,CAT003,SUP385,KG,1510.49,Switzerland
MAT1126,Toluene B Material 1126,CAT010,SUP022,BOX,2585.7,United Kingdom
MAT1127,Ethylene Glycol Premium Material 1127,,SUP222,BOX,1869.18,Netherlands
MAT1128,Isopropyl Alcohol Industrial Material 1128,CAT007,SUP013,L,2236.36,Japan
MAT1129,Acetone Industrial Material 1129,CAT002,SUP151,DRUM,2588.32,Germany
MAT1130,Sodium Chloride B Material 1130,CAT002,SUP061,KG,1833.17,Switzerland
MAT1131,Sulfuric Acid Industrial Material 1131,CAT004,SUP346,TON,1287.62,Japan
MAT1132,Sulfuric Acid B Material 1132,CAT009,SUP468,TON,92.24,Japan
MAT1133,Calcium Carbonate Industrial Material 1133,CAT007,SUP485,BOX,4118.21,India
MAT1134,Glycerol B Material 1134,CAT007,SUP117,L,3630.51,Singapore
MAT1135,Glycerol B Material 1135,CAT009,SUP301,DRUM,3800.23,Netherlands
MAT1136,Isopropyl Alcohol A Material 1136,CAT006,SUP434,L,2172.53,France
MAT1137,Sulfuric Acid Premium Material 1137,CAT008,SUP437,DRUM,199.02,United States
MAT1138,Acetic Acid B Material 1138 ,CAT005,SUP483,KG,2524.01,United Kingdom
MAT1139,Isopropyl Alcohol B Material 1139,CAT007,SUP218,BOX,3826.07,Switzerland
MAT1140,Calcium Carbonate Industrial Material 1140,CAT010,SUP012,DRUM,3937.52,United States
MAT1141,Hydrogen Peroxide Industrial Material 1141,CAT010,SUP323,DRUM,4573.07,Belgium
MAT1142,Xylene Premium Material 1142,CAT004,SUP486,BOX,365.36,France
MAT1143,Sulfuric Acid Premium Material 1143,CAT002,SUP169,DRUM,4811.59,Japan
MAT1144,Acetone B Material 1144,CAT002,SUP346,DRUM,929.3,Belgium
MAT1145,Glycerol A Material 1145,CAT003,SUP102,KG,4561.16,France
MAT1146,Calcium Carbonate B Material 1146,CAT004,SUP150,DRUM,396.4,India
MAT1147,Toluene A Material 1147,CAT003,SUP168,BOX,1985.97,Germany
MAT1148,Hydrogen Peroxide Premium Material 1148,CAT008,SUP381,KG,1975.51,Singapore
MAT1149,Hydrogen Peroxide B Material 1149,CAT005,SUP222,BOX,835.97,Belgium
MAT1150,Calcium Carbonate B Material 1150,CAT009,SUP367,BOX,1413.43,India
MAT1151,Hydrogen Peroxide Premium Material 1151,CAT002,SUP423,BOX,3044.0,Singapore
MAT1152,Ammonium Hydroxide Industrial Material 1152,CAT010,SUP451,BOX,2328.01,Belgium
MAT1153,Ethanol A Material 1153,CAT005,SUP331,Box,1766.57,Japan
MAT1154,Xylene B Material 1154,CAT007,SUP128,L,4504.82,France
MAT1155,Propylene Glycol Premium Material 1155,CAT003,SUP358,DRUM,522.89,India
MAT1156,Hydrochloric Acid B Material 1156,CAT005,SUP452,DRUM,1494.85,Germany
MAT1157,Sulfuric Acid Premium Material 1157,CAT007,SUP391,DRUM,650.09,United Kingdom
MAT1158,ACETONE A MATERIAL 1158,CAT009,SUP393,TON,2079.98,United States
MAT1159,Sodium Chloride B Material 1159,CAT009,SUP023,BOX,182.25,Netherlands
MAT1160,Xylene Industrial Material 1160,CAT007,SUP439,L,2013.54,India
MAT1161,Sodium Chloride A Material 1161 ,CAT003,SUP168,BOX,2449.56,Germany
MAT1162,Acetone B Material 1162,CAT008,SUP072,BOX,4111.11,United States
MAT1163,Citric Acid A Material 1163,CAT010,SUP052,L,1506.02,Switzerland
MAT1164,Xylene B Material 1164,CAT002,SUP344,KG,3403.05,United States
MAT1165,Propylene Glycol Industrial Material 1165,CAT003,SUP111,KG,4468.8,Switzerland
MAT1166,SULFURIC ACID PREMIUM MATERIAL 1166,CAT001,SUP429,DRUM,3223.01,Germany
MAT1167,Xylene Industrial Material 1167,CAT008,SUP027,DRUM,73.1,France
MAT1168,Sulfuric Acid B Material 1168,CAT006,SUP466,L,1039.93,India
MAT1169,Ethylene Glycol A Material 1169,CAT001,SUP173,L,3415.8,Germany
MAT1170,Hydrochloric Acid A Material 1170,CAT003,SUP371,L,267.86,Switzerland
MAT1171,Methanol Industrial Material 1171,CAT006,SUP288,l,3142.13,Switzerland
MAT1172,Xylene Premium Material 1172,CAT002,SUP119,L,574.13,United Kingdom
MAT1173,Citric Acid A Material 1173,CAT007,SUP335,TON,109.31,Singapore
MAT1174,Propylene Glycol B Material 1174,CAT002,SUP337,TON,3267.23,United Kingdom
MAT1175,Ethanol A Material 1175,CAT004,SUP211,TON,3849.35,Netherlands
MAT1176,Methanol B Material 1176,CAT005,SUP492,KG,3019.34,France
MAT1177,Hydrogen Peroxide Industrial Material 1177,,SUP326,tonne,4891.21,Netherlands
MAT1178,Acetone Industrial Material 1178,CAT001,SUP312,DRUM,2272.11,Switzerland
MAT1179,Hydrochloric Acid A Material 1179,CAT004,SUP011,DRUM,3806.76,Germany
MAT1180,Calcium Carbonate B Material 1180,CAT007,SUP388,L,3117.84,India
MAT1181,Hydrogen Peroxide Industrial Material 1181,CAT008,SUP152,L,800.77,Singapore
MAT1182,Ethanol B Material 1182,CAT010,SUP485,BOX,3709.32,United Kingdom
MAT1183,Hydrogen Peroxide Industrial Material 1183,CAT006,SUP330,KG,2628.32,France
MAT1184,Calcium Carbonate A Material 1184,CAT004,SUP434,TON,1746.51,Singapore
MAT1185,Sodium Carbonate A Material 1185,CAT004,SUP411,L,3059.91,France
MAT1186,Ammonium Hydroxide Industrial Material 1186,,SUP227,KG,369.85,Netherlands
MAT1187,Acetone B Material 1187,CAT001,SUP325,L,4694.46,United States
MAT1188,Acetone B Material 1188,CAT010,SUP282,L,1219.74,Germany
MAT1189,Ethylene Glycol Premium Material 1189,CAT005,SUP085,litre,1262.38,United States
MAT1190,Formaldehyde B Material 1190,CAT005,SUP147,DRUM,2268.94,Singapore
MAT1191,Sodium Chloride Premium Material 1191,CAT002,SUP487,TON,2021.31,United States
MAT1192,Glycerol Premium Material 1192,CAT007,SUP259,DRUM,,United States
MAT1193,Glycerol A Material 1193,CAT007,SUP219,KG,3806.35,Japan
MAT1194,Formaldehyde B Material 1194,CAT009,SUP373,L,,Netherlands
MAT1195,Calcium Carbonate Premium Material 1195 ,CAT005,SUP193,DRUM,3049.83,Germany
MAT1196,Isopropyl Alcohol B Material 1196,CAT008,SUP101,L,4584.85,India
MAT1197,Sodium Hydroxide Industrial Material 1197,CAT008,SUP208,BOX,4704.41,United Kingdom
MAT1198,Xylene Premium Material 1198,CAT005,SUP329,DRUM,402.61,India
MAT1199,Methanol Premium Material 1199,CAT010,SUP084,L,3826.61,Japan
MAT1200,Toluene Premium Material 1200,CAT006,SUP357,KG,3271.99,France
MAT1201,Hydrochloric Acid B Material 1201,CAT008,SUP018,TON,3173.22,India
MAT1202,Hydrogen Peroxide Industrial Material 1202,CAT010,SUP234,L,1308.73,Belgium
MAT1203,Acetic Acid B Material 1203,CAT001,SUP060,KG,3239.77,France
MAT1204,Xylene A Material 1204,CAT009,SUP466,L,4386.23,United States
MAT1205,Ethylene Glycol Industrial Material 1205,CAT005,SUP257,DRUM,3309.51,France
MAT1206,Acetic Acid Industrial Material 1206,CAT007,SUP386,KG,590.91,Belgium
MAT1207,Toluene B Material 1207,CAT005,SUP384,L,4653.58,France
MAT1208,Calcium Carbonate A Material 1208,CAT003,SUP418,BOX,57.81,Germany
MAT1209,Ethylene Glycol Premium Material 1209,CAT005,SUP376,BOX,894.64,United Kingdom
MAT1210,Citric Acid B Material 1210,CAT004,SUP250,L,2537.94,Germany
MAT1211,Propylene Glycol B Material 1211,CAT003,SUP103,Kg,3762.08,Singapore
MAT1212,Sodium Chloride Premium Material 1212,CAT008,SUP321,DRUM,590.52,United States
MAT1213,Acetone Industrial Material 1213,CAT002,SUP194,KG,1419.97,United Kingdom
MAT1214,Sodium Hydroxide B Material 1214,CAT008,SUP249,KG,97.06,Japan
MAT1215,Sodium Hydroxide A Material 1215,CAT002,SUP109,DRUM,3969.34,France
MAT1216,Formaldehyde Industrial Material 1216,CAT008,SUP243,TON,3041.64,United Kingdom
MAT1217,Toluene Industrial Material 1217,CAT006,SUP419,L,4707.91,France
MAT1218,Xylene A Material 1218,CAT006,SUP448,TON,4041.04,India
MAT1219,Propylene Glycol Premium Material 1219,CAT003,SUP014,DRUM,658.33,Switzerland
MAT1220,Sodium Chloride B Material 1220,CAT006,SUP232,DRUM,3446.62,Netherlands
MAT1221,Ammonium Hydroxide Premium Material 1221,CAT004,SUP002,TON,132.32,United Kingdom
MAT1222,Ethanol Industrial Material 1222,CAT008,SUP120,DRUM,2448.45,Belgium
MAT1223,Acetone Industrial Material 1223,CAT007,SUP481,BOX,4935.01,Germany
MAT1224,Xylene Industrial Material 1224,CAT010,SUP100,L,4355.8,Belgium
MAT1225,Ammonium Hydroxide A Material 1225,CAT003,SUP255,KG,1541.67,Switzerland
MAT1226,Propylene Glycol B Material 1226,CAT008,SUP489,KG,2436.73,Switzerland
MAT1227,Hydrochloric Acid B Material 1227,,SUP088,KG,572.07,India
MAT1228,citric acid industrial material 1228,CAT007,SUP393,TON,1140.86,Japan
MAT1229,Glycerol A Material 1229,CAT003,SUP473,DRUM,3186.06,Netherlands
MAT1230,Acetone Industrial Material 1230,CAT004,SUP478,DRUM,3843.37,Belgium
MAT1231,Acetone Industrial Material 1231,CAT007,SUP467,BOX,3286.9,Switzerland
MAT1232,Ethylene Glycol B Material 1232,CAT004,SUP133,KG,1490.33,Germany
MAT1233,Acetone Industrial Material 1233,CAT010,SUP480,L,3735.86,Germany
MAT1234,Acetic Acid Industrial Material 1234,CAT003,SUP437,TON,4772.64,Belgium
MAT1235,Sodium Hydroxide Industrial Material 1235,CAT001,SUP303,DRUM,989.8,France
MAT1236,Ethylene Glycol Industrial Material 1236,CAT006,SUP409,Liter,2622.77,Belgium
MAT1237,Acetic Acid B Material 1237,CAT002,SUP203,KG,2714.55,Netherlands
MAT1238,Isopropyl Alcohol B Material 1238,CAT005,SUP429,L,2524.17,Netherlands
MAT1239,Hydrogen Peroxide Industrial Material 1239,CAT003,SUP383,KG,3014.46,Japan
MAT1240,Ammonium Hydroxide A Material 1240,CAT005,SUP435,DRUM,2417.5,Singapore
MAT1241,Glycerol Industrial Material 1241,CAT007,SUP031,TON,805.88,Singapore
MAT1242,Hydrochloric Acid A Material 1242,CAT003,SUP439,BOX,3650.61,Japan
MAT1243,Citric Acid A Material 1243,CAT009,SUP201,TON,2141.07,Netherlands
MAT1244,Toluene Premium Material 1244,CAT007,SUP037,DRUM,3647.44,Japan
MAT1245,Sulfuric Acid Premium Material 1245,CAT002,SUP068,TON,3773.72,Belgium
MAT1246,Ethanol Industrial Material 1246,CAT008,SUP336,L,2906.93,Netherlands
MAT1247,Glycerol Industrial Material 1247,CAT003,SUP108,L,4031.57,Singapore
MAT1248,Sodium Hydroxide Industrial Material 1248,CAT010,SUP053,L,1913.95,France
MAT1249,Citric Acid A Material 1249,CAT002,SUP183,BOX,939.18,India
MAT1250,Methanol Industrial Material 1250,CAT010,SUP223,L,3153.51,France
MAT1251,Hydrochloric Acid A Material 1251,CAT002,SUP124,BOX,2468.7,Belgium
MAT1252,Citric Acid Premium Material 1252,CAT002,SUP399,BOX,4331.23,France
MAT1253,Sodium Chloride Premium Material 1253,CAT006,SUP006,KG,627.31,Germany
MAT1254,Glycerol B Material 1254,CAT001,SUP301,DRUM,4937.38,Netherlands
MAT1255,Sodium Chloride A Material 1255,CAT010,SUP093,BOX,2446.75,France
MAT1256,Calcium Carbonate B Material 1256,CAT002,SUP167,KG,3583.15,Switzerland
MAT1257,Citric Acid Premium Material 1257,CAT001,SUP202,DRUM,4096.44,Switzerland
MAT1258,Glycerol A Material 1258,CAT009,SUP429,DRUM,2717.96,Germany
MAT1259,Sulfuric Acid A Material 1259,CAT003,SUP442,DRUM,3491.32,India
MAT1260,SODIUM CARBONATE PREMIUM MATERIAL 1260,CAT006,SUP063,KG,687.64,Singapore
MAT1261,Citric Acid A Material 1261,CAT009,SUP132,Kg,468.82,Germany
