purchase_id,material_id,supplier_id,purchase_date,quantity,total_amount
PO07401,MAT1052,SUP442,2026-01-06,297.03,514687.64
PO07402,MAT0464,SUP476,2025-12-26,424.14,244037.43
PO07403,MAT1108,SUP095,2026-04-18,158.36,292323.06
PO07404,MAT1164,SUP344,2026-08-02,792.35,2696406.67
PO07405,MAT1796,SUP388,2025-06-05,174.76,304971.93
PO07406,MAT0541,SUP138,2026-08-14,217.99,1045198.83
PO07407,MAT0827,SUP341,2026-06-04,344.47,1452781.56
PO07408,MAT0337,SUP210,2025-01-26,760.63,2756591.58
PO07409,MAT0468,SUP022,2026-08-17,20.31,58593.54
PO07410,MAT1039,SUP268,2026-06-04,265.24,167849.18
PO07411,MAT0750,SUP196,2026-01-25,533.14,2564792.59
PO07412,MAT1232,SUP133,2025-12-24,744.23,1109148.3
PO07413,MAT0174,SUP390,2025-01-12,844.42,3864015.25
PO07414,MAT0343,SUP239,2026-01-24,726.33,849733.47
PO07415,MAT0082,SUP436,2025-07-06,922.95,3298124.91
PO07416,MAT0436,SUP324,2026-02-22,77.0,80418.8
PO07417,MAT1721,SUP112,2026-06-16,140.89,188960.26
PO07418,MAT1393,SUP206,2026-02-24,783.97,3364916.84
PO07419,MAT0972,SUP495,2026-05-03,43.43,21344.98
PO07420,MAT1147,SUP168,2026-03-30,884.32,1756232.99
PO07421,MAT1779,SUP474,2026-04-13,444.64,902739.25
PO07422,MAT1912,SUP125,2026-01-19,473.7,1184311.58
PO07423,MAT0111,SUP458,2025-07-30,573.81,425721.12
PO07424,MAT1776,SUP393,2026-02-21,152.87,423885.58
PO07425,MAT0967,SUP476,2025-08-17,502.03,2105031.87
PO07426,MAT1217,SUP419,2025-07-08,880.55,4145550.15
PO07427,MAT0984,SUP161,2026-03-31,79.06,287325.39
PO07428,MAT0336,SUP456,2025-03-29,64.62,53483.39
PO07429,MAT1968,SUP252,2026-03-25,761.7,1250330.55
PO07430,MAT1173,SUP335,2026-01-02,131.97,14425.64
PO07431,MAT0445,SUP318,2026-07-22,601.1,2499626.26
PO07432,MAT1408,SUP483,2025-06-26,195.56,476002.82
PO07433,MAT0129,SUP349,2025-02-03,412.8,31228.32
PO07434,MAT0918,SUP249,2025-06-21,294.55,1460054.9
PO07435,MAT1146,SUP150,2025-06-17,239.51,94941.76
PO07436,MAT1798,SUP114,2025-09-05,61.37,174261.34
PO07437,MAT1559,SUP358,2025-05-27,223.52,655968.61
PO07438,MAT0607,SUP423,2025-08-24,259.71,795141.12
PO07439,MAT1125,SUP385,2026-01-24,32.33,48834.14
PO07440,MAT0006,SUP160,2026-02-15,816.25,459401.83
PO07441,MAT0963,SUP179,2025-01-29,836.17,885069.22
PO07442,MAT0754,SUP211,2026-01-22,570.34,1511435.22
PO07443,MAT0243,SUP353,2025-09-22,710.64,3064414.7
PO07444,MAT1348,SUP423,2025-01-03,404.84,226281.27
PO07445,MAT0051,SUP485,2025-12-19,657.82,2692246.76
PO07446,MAT1813,SUP107,2025-07-15,347.61,437123.05
PO07447,MAT1113,SUP336,2026-07-05,881.16,1520001.0
PO07448,MAT1764,SUP209,2025-11-27,780.74,111380.37
PO07449,MAT0631,SUP268,2025-11-09,99.44,275106.73
PO07450,MAT1504,SUP090,2026-06-02,350.2,1595553.22
PO07451,MAT1414,SUP194,2026-05-09,718.25,1273471.62
PO07452,MAT0656,SUP234,2025-02-19,42.68,187579.03
PO07453,MAT1987,SUP224,2026-01-27,862.87,1627338.31
PO07454,MAT0870,SUP472,2025-09-29,261.27,278707.16
PO07455,MAT0549,SUP011,2026-07-24,342.97,222975.09
PO07456,MAT0484,SUP435,2026-06-29,484.09,1663623.69
PO07457,MAT1773,SUP221,2025-12-15,252.95,1259524.05
PO07458,MAT1828,SUP478,2025-04-30,962.23,2296179.07
PO07459,MAT0378,SUP372,2026-06-17,785.47,2707727.17
PO07460,MAT1544,SUP256,2025-09-20,175.05,289201.86
PO07461,MAT1851,SUP271,2025-12-25,963.45,4289780.39
PO07462,MAT0112,SUP316,2025-05-27,534.11,1596422.74
PO07463,MAT1219,SUP014,2025-01-07,330.74,217736.06
PO07464,MAT1379,SUP097,2026-03-31,416.1,436297.49
PO07465,MAT0336,SUP456,2025-11-06,970.92,803591.65
PO07466,MAT0659,SUP151,2026-01-09,339.69,1562305.64
PO07467,MAT1921,SUP395,2025-01-31,484.87,1580201.03
PO07468,MAT1900,SUP473,2026-03-11,555.14,1659996.28
PO07469,MAT0463,SUP004,2026-04-03,548.91,199270.8
PO07470,MAT0364,SUP471,2025-01-29,681.95,2412698.18
PO07471,MAT0444,SUP490,2025-02-13,236.4,1142017.67
PO07472,MAT1972,SUP181,2025-05-14,177.1,54821.3
PO07473,MAT1448,SUP102,2025-09-13,888.84,4276440.34
PO07474,MAT1679,SUP456,2026-05-08,43.84,124543.3
PO07475,MAT0919,SUP140,2025-04-06,625.22,121448.98
PO07476,MAT0978,SUP270,2025-11-30,564.58,262896.68
PO07477,MAT0970,SUP442,2026-03-01,923.28,3709471.29
PO07478,MAT1225,SUP255,2026-08-14,665.21,1025534.3
PO07479,MAT0842,SUP252,2026-07-07,813.0,2468024.1
PO07480,MAT0515,SUP315,2026-08-03,529.24,447551.81
PO07481,MAT0503,SUP311,2026-05-11,167.88,155832.93
PO07482,MAT0157,SUP415,2026-06-16,502.09,1553401.19
PO07483,MAT1743,SUP018,2025-03-20,259.08,1242195.33
PO07484,MAT0274,SUP043,2025-06-11,807.51,356241.11
PO07485,MAT0795,SUP459,2026-08-05,368.67,1334935.64
PO07486,MAT0796,SUP102,2026-02-23,181.94,216292.09
PO07487,MAT0883,SUP187,2025-04-26,479.15,827123.1
PO07488,MAT1466,SUP481,2026-08-15,398.38,222527.1
PO07489,MAT0762,SUP331,2025-11-04,123.71,72584.37
PO07490,MAT1570,SUP212,2025-01-09,242.11,692880.08
PO07491,MAT0692,SUP140,2025-07-07,546.48,262119.13
PO07492,MAT1647,SUP357,2026-06-03,16.56,58603.36
PO07493,MAT1648,SUP015,2025-01-05,29.19,40171.86
PO07494,MAT0169,SUP097,2025-03-22,704.57,2561330.37
PO07495,MAT0152,SUP017,2025-07-03,531.8,1102894.7
PO07496,MAT1516,SUP129,2025-11-16,345.09,728398.72
PO07497,MAT0833,SUP106,2025-03-23,158.56,562938.74
PO07498,MAT0707,SUP183,2025-01-22,155.67,263866.88
PO07499,MAT0106,SUP206,2025-06-13,733.32,2106747.69
PO07500,MAT0027,SUP091,2025-01-04,91.45,214593.83
PO07501,MAT1314,SUP027,2026-05-16,367.24,403703.26
PO07502,MAT1208,SUP418,2026-01-11,947.64,54783.07
PO07503,MAT0156,SUP127,2025-03-10,404.37,713102.45
PO07504,MAT1059,SUP238,2026-06-27,503.31,1039350.25
PO07505,MAT0863,SUP236,2025-05-21,661.96,415048.92
PO07506,MAT0574,SUP078,2025-03-11,65.0,162059.3
PO07507,MAT0137,SUP291,2025-10-03,411.73,378256.35
PO07508,MAT1891,SUP425,2025-05-15,875.7,565150.51
PO07509,MAT0571,SUP057,2025-11-24,653.73,2031635.94
PO07510,MAT1375,SUP245,2025-01-19,782.12,2566026.22
PO07511,MAT0352,SUP403,2025-12-31,179.41,530784.48
PO07512,MAT0403,SUP152,2026-08-08,452.84,110972.97
PO07513,MAT0146,SUP463,2025-10-10,179.1,188176.79
PO07514,MAT0987,SUP336,2025-02-22,237.51,552878.15
PO07515,MAT1530,SUP475,2026-02-12,64.85,99520.11
PO07516,MAT0156,SUP127,2026-07-02,909.46,1603823.62
PO07517,MAT0426,SUP389,2025-12-16,299.43,18226.3
PO07518,MAT0310,SUP256,2026-07-10,932.68,4122212.43
PO07519,MAT0592,SUP001,2025-07-13,209.65,403842.51
PO07520,MAT1944,SUP361,2026-08-10,967.92,4773510.42
PO07521,MAT0934,SUP475,2026-06-04,952.82,3431161.99
PO07522,MAT1909,SUP446,2025-05-26,903.07,3785407.55
PO07523,MAT1556,SUP115,2026-07-23,224.01,1033862.15
PO07524,MAT0902,SUP264,2026-07-02,710.15,972735.06
PO07525,MAT1093,SUP347,2025-01-11,431.98,1217462.19
PO07526,MAT0229,SUP271,2025-04-01,865.78,2601677.56
PO07527,MAT1531,SUP134,2025-12-10,450.98,1543497.09
PO07528,MAT1193,SUP219,2025-06-07,236.83,901457.87
PO07529,MAT0404,SUP121,2026-02-15,490.57,55488.37
PO07530,MAT0289,SUP125,2025-10-02,744.11,1393680.82
PO07531,MAT0484,SUP435,2026-06-29,348.82,1198754.81
PO07532,MAT0098,SUP390,2025-04-13,624.75,1623818.96
PO07533,MAT0164,SUP210,2026-04-17,16.9,25932.2
PO07534,MAT1192,SUP259,2026-01-09,53.84,198556.0
PO07535,MAT0869,SUP061,2025-04-20,569.84,150574.52
PO07536,MAT0133,SUP480,2026-05-24,613.21,2691918.31
PO07537,MAT1100,SUP224,2026-05-10,672.62,3229060.29
PO07538,MAT1845,SUP409,2025-01-29,621.25,2588618.29
PO07539,MAT0574,SUP078,2025-12-25,82.88,206638.07
PO07540,MAT0125,SUP022,2025-05-14,55.76,266465.89
PO07541,MAT1246,SUP336,2026-07-30,163.19,474381.91
PO07542,MAT0753,SUP173,2025-12-28,135.06,216189.19
PO07543,MAT1107,SUP320,2025-08-21,707.98,873038.46
PO07544,MAT1139,SUP218,2026-08-02,455.46,1742621.84
PO07545,MAT1520,SUP237,2025-01-04,833.03,3804581.29
PO07546,MAT0281,SUP262,2026-08-13,650.97,211187.69
PO07547,MAT1617,SUP264,2025-07-22,756.41,3477352.92
PO07548,MAT0354,SUP445,2026-08-23,347.06,1529378.89
PO07549,MAT1813,SUP107,2025-06-15,597.46,751311.92
PO07550,MAT1844,SUP383,2025-04-16,350.23,260690.2
PO07551,MAT0374,SUP351,2026-01-16,915.34,2228495.92
PO07552,MAT1004,SUP156,2025-05-08,86.55,94053.02
PO07553,MAT0373,SUP262,2025-08-05,804.05,2274826.3
PO07554,MAT1261,SUP132,2026-03-31,92.45,43342.41
PO07555,MAT1957,SUP256,2025-06-18,973.86,2628750.04
PO07556,MAT0541,SUP138,2026-04-23,340.9,1634516.64
PO07557,MAT1212,SUP321,2026-04-16,309.68,182872.23
PO07558,MAT1017,SUP227,2025-04-24,994.97,3842822.88
PO07559,MAT0311,SUP197,2025-11-14,915.59,1945821.02
PO07560,MAT0154,SUP092,2025-11-03,565.68,1128893.64
PO07561,MAT0573,SUP145,2026-04-24,828.46,554190.03
PO07562,MAT0090,SUP129,2026-08-20,417.92,1334640.06
PO07563,MAT1282,SUP488,2026-01-30,138.98,365092.12
PO07564,MAT0812,SUP361,2025-03-23,521.96,2249068.22
PO07565,MAT1635,SUP260,2026-07-13,245.36,347608.87
PO07566,MAT1106,SUP233,2025-03-13,186.04,466004.15
PO07567,MAT1331,SUP448,2026-08-12,952.94,3077939.02
PO07568,MAT0214,SUP338,2026-04-27,730.34,2622227.34
PO07569,MAT0900,SUP332,2025-08-30,762.13,2273456.65
PO07570,MAT0068,SUP459,2026-03-21,711.2,1229117.18
PO07571,MAT1793,SUP075,2026-04-18,485.22,1844714.25
PO07572,MAT0494,SUP416,2025-09-22,304.1,1099403.61
PO07573,MAT0028,SUP330,2025-11-10,205.58,339182.33
PO07574,MAT0041,SUP186,2025-12-17,861.33,1589033.26
PO07575,MAT0312,SUP401,2026-04-19,523.7,1269679.23
PO07576,MAT0454,SUP229,2025-06-18,607.57,2750627.36
PO07577,MAT1218,SUP448,2026-01-21,368.28,1488234.21
PO07578,MAT0092,SUP338,2025-04-23,344.18,1244943.8
PO07579,MAT0424,SUP487,2026-02-20,755.16,1395951.02
PO07580,MAT1697,SUP092,2025-11-11,230.57,1000072.01
PO07581,MAT0364,SUP471,2026-06-15,867.88,3070507.37
PO07582,MAT1117,SUP301,2025-02-14,836.57,3580067.85
PO07583,MAT0999,SUP011,2026-08-09,56.41,83241.42
PO07584,MAT1212,SUP321,2025-08-20,277.51,163875.21
PO07585,MAT0118,SUP212,2026-07-01,650.8,1354555.6
PO07586,MAT0861,SUP145,2025-10-31,134.11,523712.96
PO07587,MAT1874,SUP024,2026-04-28,585.37,1121762.09
PO07588,MAT1105,SUP290,2026-03-05,961.4,2980061.19
PO07589,MAT1132,SUP468,2025-02-01,723.79,66762.39
PO07590,MAT0005,SUP211,2026-08-05,294.21,1286980.46
PO07591,MAT1946,SUP393,2025-03-09,424.76,2082122.55
PO07592,MAT0280,SUP140,2025-12-29,488.1,178727.58
PO07593,MAT1449,SUP407,2026-05-05,421.05,2008880.08
PO07594,MAT1477,SUP175,2025-10-22,880.19,3590541.46
PO07595,MAT1417,SUP499,2026-02-20,388.12,237230.59
PO07596,MAT0680,SUP374,2025-05-22,134.63,334945.98
PO07597,MAT1141,SUP323,2025-09-25,597.96,2734512.94
PO07598,MAT1906,SUP381,2025-02-03,228.62,525624.81
PO07599,MAT1030,SUP154,2025-08-25,62.52,209521.4
PO07600,MAT1785,SUP235,2025-03-28,720.65,2615346.95
PO07601,MAT1641,SUP252,2025-10-02,923.72,2840928.57
PO07602,MAT1759,SUP263,2025-03-02,913.25,1572598.24
PO07603,MAT1249,SUP183,2025-12-07,156.83,147291.6
PO07604,MAT0858,SUP272,2025-09-05,117.65,305141.75
PO07605,MAT0216,SUP360,2025-04-27,754.62,2255868.57
PO07606,MAT1652,SUP106,2025-07-08,821.4,3895078.8
PO07607,MAT0152,SUP017,2026-02-10,317.63,658729.68
PO07608,MAT0977,SUP048,2025-03-09,266.04,689320.28
PO07609,MAT1737,SUP391,2025-12-03,426.89,866339.1
PO07610,MAT1218,SUP448,2025-01-14,880.01,3556155.61
PO07611,MAT0533,SUP429,2025-03-09,526.49,954178.89
PO07612,MAT1301,SUP061,2025-05-09,919.22,2271291.51
PO07613,MAT0186,SUP154,2025-08-17,225.25,740169.25
PO07614,MAT1127,SUP222,2025-12-04,614.71,1149003.64
PO07615,MAT0874,SUP088,2025-10-07,453.89,32421.36
PO07616,MAT0461,SUP286,2025-11-10,171.95,497977.52
PO07617,MAT1739,SUP454,2026-08-13,543.32,506314.47
PO07618,MAT0488,SUP452,2025-09-06,835.72,206865.77
PO07619,MAT0732,SUP096,2025-11-27,620.29,1887319.17
PO07620,MAT1386,SUP403,2026-03-02,912.48,1576902.31
PO07621,MAT0295,SUP304,2026-05-08,789.64,282928.01
PO07622,MAT0620,SUP222,2025-03-26,983.11,3875930.84
PO07623,MAT0146,SUP463,2025-09-13,864.41,908218.3
PO07624,MAT0472,SUP344,2025-01-21,791.75,1022070.08
PO07625,MAT0282,SUP131,2025-06-20,436.96,1956108.24
PO07626,MAT0062,SUP183,2025-06-17,744.34,1307634.18
PO07627,MAT0693,SUP111,2026-04-22,731.31,1130956.29
PO07628,MAT0731,SUP261,2025-08-30,408.66,1137157.75
PO07629,MAT1654,SUP468,2025-01-11,52.28,201062.08
PO07630,MAT1762,SUP192,2025-07-27,151.82,362994.03
PO07631,MAT0526,SUP495,2026-07-31,25.74,73041.88
PO07632,MAT1516,SUP129,2025-02-08,706.14,1490485.0
PO07633,MAT0650,SUP258,2025-02-26,438.0,1038226.44
PO07634,MAT1318,SUP300,2026-04-10,412.51,198743.19
PO07635,MAT0395,SUP486,2025-11-16,308.09,44571.38
PO07636,MAT0774,SUP019,2026-04-08,508.21,166423.53
PO07637,MAT0700,SUP165,2025-09-13,843.61,846225.19
PO07638,MAT1819,SUP248,2025-11-29,324.92,472625.38
PO07639,MAT1940,SUP138,2025-02-23,717.25,3006166.89
PO07640,MAT1855,SUP106,2025-10-18,184.28,174854.08
PO07641,MAT0367,SUP084,2025-09-12,133.69,502321.46
PO07642,MAT0259,SUP116,2026-05-20,602.7,2058768.96
PO07643,MAT0585,SUP352,2025-03-04,737.36,1272086.1
PO07644,MAT0499,SUP311,2026-03-30,950.86,4129727.61
PO07645,MAT0367,SUP084,2025-10-02,946.63,3556829.7
PO07646,MAT0885,SUP183,2025-08-19,625.75,2096293.79
PO07647,MAT0159,SUP206,2025-11-10,956.4,1157224.87
PO07648,MAT1845,SUP409,2026-08-12,406.24,1692716.77
PO07649,MAT1005,SUP183,2025-01-20,284.4,260180.5
PO07650,MAT0220,SUP013,2025-08-06,741.95,421071.46
PO07651,MAT0296,SUP436,2025-07-07,793.27,3675941.79
PO07652,MAT0778,SUP313,2025-12-22,182.77,764890.62
PO07653,MAT1920,SUP167,2026-04-26,562.36,1974204.15
PO07654,MAT1888,SUP131,2025-08-16,341.03,1379326.53
PO07655,MAT1847,SUP295,2025-07-22,255.64,815529.95
PO07656,MAT0572,SUP165,2026-06-08,107.62,86433.93
PO07657,MAT0778,SUP313,2025-08-15,253.81,1062192.31
PO07658,MAT0827,SUP341,2026-05-08,240.12,1012691.69
PO07659,MAT0314,SUP030,2025-12-15,256.07,683883.59
PO07660,MAT0744,SUP134,2025-08-02,59.97,146947.49
PO07661,MAT0067,SUP444,2025-08-24,428.87,601455.87
PO07662,MAT1037,SUP234,2025-04-14,846.68,178996.62
PO07663,MAT1942,SUP333,2025-06-06,300.19,1346178.04
PO07664,MAT0634,SUP339,2026-05-03,934.07,3112097.06
PO07665,MAT1150,SUP367,2025-01-23,637.21,900651.73
PO07666,MAT0549,SUP011,2026-07-06,380.57,247419.97
PO07667,MAT0261,SUP046,2026-04-15,165.71,92938.45
PO07668,MAT1628,SUP454,2025-09-05,237.85,351535.16
PO07669,MAT0521,SUP400,2025-02-15,330.95,595041.48
PO07670,MAT0618,SUP028,2025-03-16,405.76,1073519.23
PO07671,MAT0770,SUP332,2025-05-09,256.05,236656.77
PO07672,MAT0590,SUP179,2025-05-16,333.39,1225338.27
PO07673,MAT1869,SUP411,2025-01-30,492.6,2137100.77
PO07674,MAT0200,SUP096,2025-04-02,371.98,845056.72
PO07675,MAT1469,SUP453,2026-01-01,331.02,198108.85
PO07676,MAT1672,SUP165,2026-05-26,63.6,191671.96
PO07677,MAT0496,SUP066,2025-10-01,637.71,1901727.75
PO07678,MAT0649,SUP119,2025-02-23,280.65,968949.74
PO07679,MAT1037,SUP234,2025-06-05,896.41,189510.04
PO07680,MAT0383,SUP298,2025-11-03,946.84,381122.04
PO07681,MAT0808,SUP043,2026-02-07,312.49,1180505.97
PO07682,MAT0132,SUP214,2025-03-22,597.79,2793424.85
PO07683,MAT1427,SUP088,2025-06-10,377.62,1874694.49
PO07684,MAT1029,SUP121,2026-01-17,857.29,2443027.89
PO07685,MAT0966,SUP455,2025-05-15,327.53,58467.38
PO07686,MAT0580,SUP382,2026-06-07,802.78,2110171.45
PO07687,MAT1398,SUP179,2025-02-06,941.97,2231545.77
PO07688,MAT0545,SUP243,2026-06-14,84.61,78197.41
PO07689,MAT0443,SUP262,2025-04-04,846.04,2944244.58
PO07690,MAT1995,SUP462,2025-12-20,904.38,3108688.68
PO07691,MAT0978,SUP270,2025-12-24,718.34,334495.02
PO07692,MAT1549,SUP348,2025-08-17,731.93,853584.09
PO07693,MAT1289,SUP188,2025-11-14,615.13,1594872.16
PO07694,MAT1868,SUP266,2025-09-18,932.28,693700.23
PO07695,MAT0573,SUP145,2025-03-12,620.31,414950.17
PO07696,MAT0513,SUP158,2026-04-27,118.97,208740.0
PO07697,MAT0240,SUP422,2026-05-25,859.74,3277346.07
PO07698,MAT0838,SUP375,2025-11-18,364.36,1641755.15
PO07699,MAT1886,SUP208,2025-05-05,895.2,4443647.47
PO07700,MAT1002,SUP410,2026-02-06,437.92,1369866.31
PO07701,MAT1012,SUP332,2025-08-25,181.94,310446.04
PO07702,MAT0217,SUP086,2026-06-12,635.49,171118.39
PO07703,MAT0392,SUP197,2025-05-15,980.85,2907160.93
PO07704,MAT1906,SUP381,2026-02-24,253.57,582987.86
PO07705,MAT1636,SUP222,2026-03-17,129.12,602373.21
PO07706,MAT1744,SUP350,2026-02-25,142.79,596783.67
PO07707,MAT1195,SUP193,2025-03-18,674.64,2057537.31
PO07708,MAT1048,SUP044,2026-07-04,660.56,3156208.52
PO07709,MAT0736,SUP456,2026-03-19,245.07,119547.6
PO07710,MAT0208,SUP172,2025-05-15,19.17,78340.12
PO07711,MAT0132,SUP214,2025-01-01,463.62,2166459.17
PO07712,MAT0758,SUP130,2025-03-16,319.53,754547.73
PO07713,MAT1834,SUP258,2025-10-24,162.3,696137.16
PO07714,MAT0162,SUP141,2025-11-18,611.04,1714425.48
PO07715,MAT1556,SUP115,2026-01-30,505.97,2335178.04
PO07716,MAT1304,SUP500,2026-01-03,670.97,2482783.58
PO07717,MAT1518,SUP401,2026-03-07,599.69,315083.12
PO07718,MAT1631,SUP251,2026-04-17,878.49,1650884.76
PO07719,MAT0189,SUP471,2025-11-10,197.95,235033.95
PO07720,MAT1571,SUP030,2025-08-09,695.8,1545267.43
PO07721,MAT1378,SUP084,2026-03-09,33.74,19467.98
PO07722,MAT0368,SUP026,2026-06-02,51.61,220706.04
PO07723,MAT1666,SUP488,2025-02-08,118.21,452196.99
PO07724,MAT1546,SUP129,2025-03-22,917.3,215767.31
PO07725,MAT0849,SUP237,2026-03-04,735.41,2786071.37
PO07726,MAT0564,SUP212,2025-02-21,735.35,603575.28
PO07727,MAT1802,SUP187,2025-06-02,490.74,1835372.51
PO07728,MAT1730,SUP385,2026-06-10,529.2,366714.43
PO07729,MAT1549,SUP348,2026-07-25,107.18,124994.39
PO07730,MAT0915,SUP211,2025-08-01,47.88,206263.21
PO07731,MAT0222,SUP244,2026-02-05,659.88,1464220.93
PO07732,MAT1441,SUP006,2026-01-31,938.89,3112748.96
PO07733,MAT1293,SUP435,2026-07-23,527.77,176597.12
PO07734,MAT1561,SUP419,2026-02-22,967.22,4473063.65
PO07735,MAT1469,SUP453,2026-04-30,710.64,425303.83
PO07736,MAT1466,SUP481,2025-12-27,97.71,54578.85
PO07737,MAT1665,SUP146,2025-12-28,933.27,2386968.68
PO07738,MAT1301,SUP061,2025-02-16,993.08,2453791.44
PO07739,MAT1793,SUP075,2025-02-06,664.23,2525276.26
PO07740,MAT0857,SUP028,2026-01-26,340.73,626179.96
PO07741,MAT1530,SUP475,2026-02-14,761.16,1168091.36
PO07742,MAT0065,SUP023,2026-07-04,761.08,3375131.03
PO07743,MAT0397,SUP395,2026-01-25,483.85,1516637.5
PO07744,MAT0019,SUP273,2026-06-21,43.93,110980.36
PO07745,MAT1356,SUP164,2026-05-06,949.75,1883800.63
PO07746,MAT0905,SUP154,2026-05-15,165.03,800176.01
PO07747,MAT1788,SUP329,2025-01-02,726.76,2927570.97
PO07748,MAT0452,SUP179,2026-07-22,121.14,535779.2
PO07749,MAT1008,SUP437,2025-10-25,452.95,1377525.13
PO07750,MAT0890,SUP151,2025-07-17,463.52,1148018.52
PO07751,MAT0119,SUP266,2025-12-27,425.78,1203420.33
PO07752,MAT0187,SUP194,2025-01-19,471.45,1134417.13
PO07753,MAT1787,SUP126,2025-08-17,729.88,1639368.87
PO07754,MAT0965,SUP393,2025-01-30,959.83,905906.75
PO07755,MAT1587,SUP369,2025-08-16,59.22,228388.44
PO07756,MAT1970,SUP485,2026-02-14,607.62,954109.23
PO07757,MAT1278,SUP283,2026-06-17,762.63,3367774.08
PO07758,MAT1945,SUP357,2026-08-22,632.52,1066517.27
PO07759,MAT1765,SUP237,2026-08-07,377.52,1495651.19
PO07760,MAT1534,SUP342,2025-09-19,353.21,701612.81
PO07761,MAT1693,SUP155,2025-10-18,611.49,2331024.34
PO07762,MAT0591,SUP272,2025-07-29,417.54,949673.85
PO07763,MAT1604,SUP262,2025-03-23,267.61,1051214.9
PO07764,MAT0045,SUP023,2026-05-08,270.8,501868.22
PO07765,MAT0957,SUP447,2025-02-06,944.38,3543058.78
PO07766,MAT1121,SUP365,2026-01-24,531.59,1409298.25
PO07767,MAT1575,SUP400,2026-03-04,454.95,681869.96
PO07768,MAT1854,SUP395,2025-03-12,869.71,4027200.85
PO07769,MAT0645,SUP035,2025-12-12,765.23,2057060.68
PO07770,MAT0891,SUP280,2025-04-14,93.16,443932.55
PO07771,MAT1581,SUP031,2025-11-08,360.78,1544188.91
PO07772,MAT0135,SUP436,2025-02-16,357.58,846284.59
PO07773,MAT1010,SUP022,2026-01-10,822.82,470472.02
PO07774,MAT1784,SUP012,2025-08-01,996.94,4409854.43
PO07775,MAT0510,SUP186,2025-09-12,926.87,756464.95
PO07776,MAT1468,SUP098,2025-04-02,508.74,2080710.99
PO07777,MAT0364,SUP471,2026-03-26,217.41,769183.54
PO07778,MAT1130,SUP061,2025-05-31,26.09,47827.41
PO07779,MAT1193,SUP219,2025-02-03,143.36,545678.34
PO07780,MAT1557,SUP447,2026-06-26,836.55,4050717.31
PO07781,MAT1529,SUP105,2025-12-21,434.24,1040013.48
PO07782,MAT1141,SUP323,2025-08-08,247.82,1133298.21
PO07783,MAT1802,SUP187,2026-04-26,706.47,2642204.86
PO07784,MAT1446,SUP138,2026-05-09,796.66,1938911.11
PO07785,MAT0208,SUP172,2025-01-19,680.24,2779868.78
PO07786,MAT1509,SUP034,2025-04-12,384.74,48931.23
PO07787,MAT1449,SUP407,2026-07-25,486.22,2319813.97
PO07788,MAT1373,SUP268,2025-06-14,841.25,4114335.02
PO07789,MAT0552,SUP324,2025-04-21,377.46,1086937.59
PO07790,MAT0995,SUP306,2026-07-15,485.68,2426059.02
PO07791,MAT1355,SUP478,2025-06-07,22.49,91378.22
PO07792,MAT0619,SUP258,2025-04-16,152.14,122979.33
PO07793,MAT1673,SUP407,2025-02-28,147.11,404649.59
PO07794,MAT0780,SUP167,2026-01-19,955.75,4664509.2
PO07795,MAT1167,SUP027,2025-10-25,343.65,25120.81
PO07796,MAT0029,SUP241,2025-01-25,661.6,2100818.18
PO07797,MAT0802,SUP113,2025-12-17,302.83,919997.54
PO07798,MAT0308,SUP016,2025-02-02,512.21,1757853.5
PO07799,MAT1800,SUP076,2025-02-07,669.15,1001751.01
PO07800,MAT0121,SUP313,2026-08-24,919.22,920791.87
PO07801,MAT1325,SUP351,2025-08-02,572.35,2494169.66
PO07802,MAT1766,SUP010,2026-05-23,407.45,466220.59
PO07803,MAT1775,SUP112,2026-04-15,244.53,1213125.56
PO07804,MAT0850,SUP149,2026-06-07,483.53,1198380.75
PO07805,MAT1965,SUP047,2025-11-14,383.73,1751243.95
PO07806,MAT1879,SUP253,2026-02-06,222.41,227218.5
PO07807,MAT1573,SUP337,2025-07-27,800.35,2641251.04
PO07808,MAT0071,SUP339,2025-10-16,256.24,401566.52
PO07809,MAT0992,SUP463,2025-08-14,774.72,2871863.8
PO07810,MAT1347,SUP080,2025-03-02,37.22,12155.31
PO07811,MAT0781,SUP429,2026-08-18,88.67,339865.9
PO07812,MAT1394,SUP433,2025-08-17,319.74,1522800.12
PO07813,MAT1683,SUP360,2025-11-11,622.28,644912.32
PO07814,MAT0194,SUP051,2025-08-20,986.06,1182394.41
PO07815,MAT1363,SUP236,2026-05-19,694.73,2907097.68
PO07816,MAT0726,SUP365,2025-10-12,115.29,237481.26
PO07817,MAT0643,SUP278,2026-08-05,570.73,612650.12
PO07818,MAT1686,SUP146,2026-02-27,320.95,944594.36
PO07819,MAT0017,SUP029,2025-10-05,419.18,445123.05
PO07820,MAT1443,SUP268,2026-02-01,161.08,746861.92
PO07821,MAT0734,SUP291,2026-05-24,696.26,2464182.5
PO07822,MAT0318,SUP278,2026-01-03,108.78,99969.91
PO07823,MAT0921,SUP153,2026-01-22,165.19,744651.74
PO07824,MAT1862,SUP482,2025-12-11,163.65,608152.86
PO07825,MAT0529,SUP265,2025-12-02,635.52,62363.58
PO07826,MAT0072,SUP180,2025-02-27,14.14,3671.59
PO07827,MAT1949,SUP016,2025-05-11,257.31,940956.94
PO07828,MAT0918,SUP249,2025-05-13,232.21,1151041.75
PO07829,MAT1618,SUP357,2025-10-21,48.56,60462.06
